fire_cell_quad,fire,cell,quad,tree_pix,dead_tree_pix,tree_cover,mort_cover,tree_cat,dead_cat,eco2,tvt
czulight_1078_4,czulight,1078,4,15990,24,0.9759521484375,0.0015,70-100,0-30,North Coast and Mountains,train
ranch_1608_0,ranch,1608,0,9527,5230,0.58148193359375,0.549,30-70,30-70,North Coast and Mountains,train
ranch_1608_4,ranch,1608,4,4392,2319,0.26806640625,0.528,0-30,30-70,Central Foothills,train
czulight_206_0,czulight,206,0,14071,12216,0.85882568359375,0.8682,70-100,70-100,North Coast and Mountains,train
czulight_206_1,czulight,206,1,15317,10968,0.93487548828125,0.7161,70-100,70-100,North Coast and Mountains,train
czulight_206_3,czulight,206,3,14463,3829,0.88275146484375,0.2647,70-100,0-30,North Coast and Mountains,train
caldor_1505_0,caldor,1505,0,11351,5036,0.69281005859375,0.4437,30-70,30-70,Sierra Nevada,train
caldor_1505_1,caldor,1505,1,11202,4096,0.6837158203125,0.3656,30-70,30-70,Sierra Nevada,train
caldor_1505_3,caldor,1505,3,10758,6411,0.6566162109375,0.5959,30-70,30-70,Sierra Nevada,train
creek_2524_0,creek,2524,0,10015,8275,0.61126708984375,0.8263,30-70,70-100,Sierra Nevada,train
creek_2524_4,creek,2524,4,12309,7545,0.75128173828125,0.613,70-100,30-70,Sierra Nevada,train
stone_198_0,stone,198,0,8344,7906,0.50927734375,0.9475,30-70,70-100,North Coast and Mountains,train
stone_198_1,stone,198,1,7768,7759,0.47412109375,0.9988,30-70,70-100,North Coast and Mountains,train
stone_198_3,stone,198,3,8305,4427,0.50689697265625,0.5331,30-70,30-70,North Coast and Mountains,train
northcomplex_1587_0,northcomplex,1587,0,15362,5352,0.9376220703125,0.3484,70-100,30-70,Sierra Nevada,train
northcomplex_1587_1,northcomplex,1587,1,15103,1225,0.92181396484375,0.0811,70-100,0-30,Sierra Nevada,train
northcomplex_1587_3,northcomplex,1587,3,16135,9414,0.98480224609375,0.5835,70-100,30-70,Sierra Nevada,train
northcomplex_1587_4,northcomplex,1587,4,15788,7723,0.963623046875,0.4892,70-100,30-70,Sierra Nevada,train
slater_221_0,slater,221,0,3024,3024,0.1845703125,1.0,0-30,70-100,North Coast and Mountains,train
slater_221_3,slater,221,3,5257,4387,0.32086181640625,0.8345,30-70,70-100,North Coast and Mountains,train
camp_1117_1,camp,1117,1,1144,1144,0.06982421875,1.0,0-30,70-100,Sierra Nevada,train
camp_1117_3,camp,1117,3,5730,5730,0.3497314453125,1.0,30-70,70-100,Sierra Nevada,train
ranch_3142_0,ranch,3142,0,1168,1168,0.0712890625,1.0,0-30,70-100,North Coast and Mountains,train
ranch_3142_1,ranch,3142,1,1874,1874,0.1143798828125,1.0,0-30,70-100,North Coast and Mountains,train
ranch_3142_4,ranch,3142,4,1297,1297,0.07916259765625,1.0,0-30,70-100,North Coast and Mountains,train
alisal_129_0,alisal,129,0,13207,12,0.80609130859375,0.0009,70-100,0-30,South Coast and Mountains,train
alisal_129_1,alisal,129,1,13632,63,0.83203125,0.0046,70-100,0-30,South Coast and Mountains,train
alisal_129_3,alisal,129,3,13450,0,0.8209228515625,0.0,70-100,0-30,South Coast and Mountains,train
alisal_129_4,alisal,129,4,13351,0,0.81488037109375,0.0,70-100,0-30,South Coast and Mountains,train
river_316_0,river,316,0,5903,5767,0.36029052734375,0.977,30-70,70-100,Central Foothills,train
dixie_5508_0,dixie,5508,0,6289,2270,0.38385009765625,0.3609,30-70,30-70,Sierra Nevada,train
dixie_5508_1,dixie,5508,1,7306,2459,0.4459228515625,0.3366,30-70,30-70,Sierra Nevada,train
dixie_5508_3,dixie,5508,3,7304,4170,0.44580078125,0.5709,30-70,30-70,Sierra Nevada,train
dixie_5508_4,dixie,5508,4,9004,5308,0.549560546875,0.5895,30-70,30-70,Sierra Nevada,train
czulight_165_1,czulight,165,1,8383,7153,0.51165771484375,0.8533,30-70,70-100,North Coast and Mountains,train
czulight_165_4,czulight,165,4,15295,14201,0.93353271484375,0.9285,70-100,70-100,North Coast and Mountains,train
ranch_2710_1,ranch,2710,1,9265,9039,0.56549072265625,0.9756,30-70,70-100,North Coast and Mountains,train
ranch_2710_3,ranch,2710,3,12325,11964,0.75225830078125,0.9707,70-100,70-100,North Coast and Mountains,train
camp_1249_0,camp,1249,0,10248,5178,0.62548828125,0.5053,30-70,30-70,Sierra Nevada,train
camp_1249_3,camp,1249,3,9135,6039,0.55755615234375,0.6611,30-70,30-70,Sierra Nevada,train
camp_1249_4,camp,1249,4,7493,5430,0.45733642578125,0.7247,30-70,70-100,Sierra Nevada,train
northcomplex_4011_0,northcomplex,4011,0,11372,11201,0.694091796875,0.985,30-70,70-100,Sierra Nevada,train
northcomplex_4011_1,northcomplex,4011,1,14112,7599,0.861328125,0.5385,70-100,30-70,Sierra Nevada,train
northcomplex_4011_3,northcomplex,4011,3,10956,10925,0.668701171875,0.9972,30-70,70-100,Sierra Nevada,train
northcomplex_4011_4,northcomplex,4011,4,13283,6795,0.81072998046875,0.5116,70-100,30-70,Sierra Nevada,train
northcomplex_813_0,northcomplex,813,0,14059,14059,0.85809326171875,1.0,70-100,70-100,Sierra Nevada,train
northcomplex_813_1,northcomplex,813,1,15129,15129,0.92340087890625,1.0,70-100,70-100,Sierra Nevada,train
northcomplex_813_3,northcomplex,813,3,16013,16013,0.97735595703125,1.0,70-100,70-100,Sierra Nevada,train
northcomplex_813_4,northcomplex,813,4,16031,16031,0.97845458984375,1.0,70-100,70-100,Sierra Nevada,train
bobcat_1198_3,bobcat,1198,3,11207,2619,0.68402099609375,0.2337,30-70,0-30,South Coast and Mountains,train
slater_341_0,slater,341,0,13998,12190,0.8543701171875,0.8708,70-100,70-100,North Coast and Mountains,train
slater_341_1,slater,341,1,14600,2926,0.89111328125,0.2004,70-100,0-30,North Coast and Mountains,train
slater_341_3,slater,341,3,11096,10965,0.67724609375,0.9882,30-70,70-100,North Coast and Mountains,train
dolan_579_3,dolan,579,3,10449,3192,0.63775634765625,0.3055,30-70,30-70,Central Foothills,train
river_704_1,river,704,1,2219,0,0.13543701171875,0.0,0-30,0-30,Central Foothills,train
river_704_4,river,704,4,377,0,0.02301025390625,0.0,0-30,0-30,Central Foothills,train
eldorado_348_0,eldorado,348,0,11516,4964,0.702880859375,0.4311,70-100,30-70,South Coast and Mountains,train
eldorado_348_1,eldorado,348,1,11228,5119,0.685302734375,0.4559,30-70,30-70,South Coast and Mountains,train
eldorado_348_3,eldorado,348,3,13039,223,0.79583740234375,0.0171,70-100,0-30,South Coast and Mountains,train
eldorado_348_4,eldorado,348,4,10178,0,0.6212158203125,0.0,30-70,0-30,South Coast and Mountains,train
northcomplex_811_0,northcomplex,811,0,6565,5557,0.40069580078125,0.8465,30-70,70-100,Sierra Nevada,train
northcomplex_811_1,northcomplex,811,1,8983,8790,0.54827880859375,0.9785,30-70,70-100,Sierra Nevada,train
northcomplex_811_3,northcomplex,811,3,13688,13665,0.83544921875,0.9983,70-100,70-100,Sierra Nevada,train
northcomplex_811_4,northcomplex,811,4,13138,13092,0.8018798828125,0.9965,70-100,70-100,Sierra Nevada,train
camp_1277_0,camp,1277,0,15137,31,0.92388916015625,0.002,70-100,0-30,Sierra Nevada,train
camp_1277_1,camp,1277,1,15154,0,0.9249267578125,0.0,70-100,0-30,Sierra Nevada,train
camp_1277_3,camp,1277,3,15485,18,0.94512939453125,0.0012,70-100,0-30,Sierra Nevada,train
northcomplex_4007_0,northcomplex,4007,0,8994,35,0.5489501953125,0.0039,30-70,0-30,Sierra Nevada,train
northcomplex_4007_1,northcomplex,4007,1,8555,368,0.52215576171875,0.043,30-70,0-30,Sierra Nevada,train
northcomplex_4007_4,northcomplex,4007,4,6829,67,0.41680908203125,0.0098,30-70,0-30,Sierra Nevada,train
camp_1505_0,camp,1505,0,11959,0,0.72991943359375,0.0,70-100,0-30,Sierra Nevada,train
camp_1505_1,camp,1505,1,13715,0,0.83709716796875,0.0,70-100,0-30,Sierra Nevada,train
camp_1505_3,camp,1505,3,13793,14,0.84185791015625,0.001,70-100,0-30,Sierra Nevada,train
camp_1505_4,camp,1505,4,11654,0,0.7113037109375,0.0,70-100,0-30,Sierra Nevada,train
northcomplex_1143_3,northcomplex,1143,3,4533,661,0.27667236328125,0.1458,0-30,0-30,Sierra Nevada,train
northcomplex_1143_4,northcomplex,1143,4,8749,475,0.53399658203125,0.0543,30-70,0-30,Sierra Nevada,train
czulight_629_0,czulight,629,0,407,146,0.02484130859375,0.3587,0-30,30-70,North Coast and Mountains,train
czulight_629_3,czulight,629,3,210,0,0.0128173828125,0.0,0-30,0-30,North Coast and Mountains,train
czulight_629_4,czulight,629,4,169,4,0.01031494140625,0.0237,0-30,0-30,North Coast and Mountains,train
camp_1465_0,camp,1465,0,5198,5198,0.3172607421875,1.0,30-70,70-100,Sierra Nevada,train
camp_1465_1,camp,1465,1,5340,5340,0.325927734375,1.0,30-70,70-100,Sierra Nevada,train
camp_1465_4,camp,1465,4,4353,4353,0.26568603515625,1.0,0-30,70-100,Sierra Nevada,train
river_466_0,river,466,0,1801,1424,0.10992431640625,0.7907,0-30,70-100,Central Foothills,train
river_466_1,river,466,1,1682,1589,0.1026611328125,0.9447,0-30,70-100,Central Foothills,train
river_466_3,river,466,3,11715,6275,0.71502685546875,0.5356,70-100,30-70,Central Foothills,train
ranch_2921_0,ranch,2921,0,11632,2250,0.7099609375,0.1934,70-100,0-30,North Coast and Mountains,train
ranch_2921_1,ranch,2921,1,7270,4796,0.4437255859375,0.6597,30-70,30-70,North Coast and Mountains,train
ranch_2921_3,ranch,2921,3,6150,5894,0.3753662109375,0.9584,30-70,70-100,North Coast and Mountains,train
stone_372_0,stone,372,0,7350,6616,0.4486083984375,0.9001,30-70,70-100,North Coast and Mountains,train
stone_372_3,stone,372,3,5383,2929,0.32855224609375,0.5441,30-70,30-70,North Coast and Mountains,train
czulight_417_0,czulight,417,0,11163,2575,0.68133544921875,0.2307,30-70,0-30,North Coast and Mountains,train
czulight_417_4,czulight,417,4,11663,9006,0.71185302734375,0.7722,70-100,70-100,North Coast and Mountains,train
alisal_103_3,alisal,103,3,985,648,0.06011962890625,0.6579,0-30,30-70,South Coast and Mountains,train
dixie_337_0,dixie,337,0,9496,3175,0.57958984375,0.3344,30-70,30-70,North Coast and Mountains,train
dixie_337_3,dixie,337,3,7717,3653,0.47100830078125,0.4734,30-70,30-70,North Coast and Mountains,train
dixie_337_4,dixie,337,4,10549,9943,0.64385986328125,0.9426,30-70,70-100,North Coast and Mountains,train
camp_1470_0,camp,1470,0,9743,2123,0.59466552734375,0.2179,30-70,0-30,Sierra Nevada,train
camp_1470_1,camp,1470,1,5992,3323,0.36572265625,0.5546,30-70,30-70,Sierra Nevada,train
ranch_1385_0,ranch,1385,0,12398,3751,0.7567138671875,0.3025,70-100,30-70,North Coast and Mountains,train
ranch_1385_1,ranch,1385,1,12886,9357,0.7864990234375,0.7261,70-100,70-100,North Coast and Mountains,train
ranch_1385_3,ranch,1385,3,12275,1007,0.74920654296875,0.082,70-100,0-30,North Coast and Mountains,train
ranch_1385_4,ranch,1385,4,13617,3558,0.83111572265625,0.2613,70-100,0-30,North Coast and Mountains,train
caldor_2082_1,caldor,2082,1,7485,65,0.45684814453125,0.0087,30-70,0-30,Sierra Nevada,train
camp_1211_0,camp,1211,0,10171,7659,0.62078857421875,0.753,30-70,70-100,Central Foothills,train
camp_1211_1,camp,1211,1,10974,9080,0.6697998046875,0.8274,30-70,70-100,Central Foothills,train
eldorado_110_1,eldorado,110,1,369,369,0.02252197265625,1.0,0-30,70-100,South Coast and Mountains,train
czulight_673_1,czulight,673,1,7496,2726,0.45751953125,0.3637,30-70,30-70,North Coast and Mountains,train
czulight_673_3,czulight,673,3,6180,6180,0.377197265625,1.0,30-70,70-100,North Coast and Mountains,train
camp_1198_0,camp,1198,0,4186,4186,0.2554931640625,1.0,0-30,70-100,Sierra Nevada,train
camp_1198_1,camp,1198,1,5812,5780,0.354736328125,0.9945,30-70,70-100,Sierra Nevada,train
camp_1198_4,camp,1198,4,9223,9223,0.56292724609375,1.0,30-70,70-100,Sierra Nevada,train
dixie_344_0,dixie,344,0,10924,7797,0.666748046875,0.7137,30-70,70-100,North Coast and Mountains,train
dixie_344_3,dixie,344,3,7898,6493,0.4820556640625,0.8221,30-70,70-100,North Coast and Mountains,train
dixie_344_4,dixie,344,4,10514,10514,0.6417236328125,1.0,30-70,70-100,North Coast and Mountains,train
bobcat_715_4,bobcat,715,4,2006,410,0.1224365234375,0.2044,0-30,0-30,South Coast and Mountains,train
stone_300_0,stone,300,0,9625,9557,0.58746337890625,0.9929,30-70,70-100,North Coast and Mountains,train
stone_300_1,stone,300,1,10010,10010,0.6109619140625,1.0,30-70,70-100,North Coast and Mountains,train
stone_300_3,stone,300,3,9918,9515,0.6053466796875,0.9594,30-70,70-100,North Coast and Mountains,train
stone_300_4,stone,300,4,10138,9653,0.6187744140625,0.9522,30-70,70-100,North Coast and Mountains,train
dixie_4458_0,dixie,4458,0,2737,2375,0.16705322265625,0.8677,0-30,70-100,Sierra Nevada,train
dixie_4458_1,dixie,4458,1,7236,7133,0.441650390625,0.9858,30-70,70-100,Sierra Nevada,train
dixie_4458_3,dixie,4458,3,6631,6510,0.40472412109375,0.9818,30-70,70-100,Sierra Nevada,train
dixie_4458_4,dixie,4458,4,8856,7918,0.54052734375,0.8941,30-70,70-100,Sierra Nevada,train
camp_1172_0,camp,1172,0,5569,1907,0.33990478515625,0.3424,30-70,30-70,Central Foothills,train
camp_1172_1,camp,1172,1,13156,8043,0.802978515625,0.6114,70-100,30-70,Central Foothills,train
camp_1172_3,camp,1172,3,2598,607,0.1585693359375,0.2336,0-30,0-30,Central Foothills,train
camp_1172_4,camp,1172,4,5658,3118,0.3453369140625,0.5511,30-70,30-70,Central Foothills,train
ranch_2588_1,ranch,2588,1,10146,1486,0.6192626953125,0.1465,30-70,0-30,Central Foothills,train
ranch_2588_3,ranch,2588,3,11054,834,0.6746826171875,0.0754,30-70,0-30,Central Foothills,train
eldorado_47_0,eldorado,47,0,2746,0,0.1676025390625,0.0,0-30,0-30,South Coast and Mountains,train
eldorado_47_1,eldorado,47,1,4122,0,0.2515869140625,0.0,0-30,0-30,South Coast and Mountains,train
eldorado_47_3,eldorado,47,3,5283,0,0.32244873046875,0.0,30-70,0-30,South Coast and Mountains,train
eldorado_47_4,eldorado,47,4,8097,0,0.49420166015625,0.0,30-70,0-30,South Coast and Mountains,train
river_415_1,river,415,1,5936,5543,0.3623046875,0.9338,30-70,70-100,Central Foothills,train
river_415_3,river,415,3,6638,5808,0.4051513671875,0.875,30-70,70-100,Central Foothills,train
river_415_4,river,415,4,3194,3161,0.1949462890625,0.9897,0-30,70-100,Central Foothills,train
river_373_0,river,373,0,1814,1466,0.1107177734375,0.8082,0-30,70-100,Central Foothills,train
river_373_3,river,373,3,5286,1153,0.3226318359375,0.2181,30-70,0-30,Central Foothills,train
river_373_4,river,373,4,6527,802,0.39837646484375,0.1229,30-70,0-30,Central Foothills,train
camp_1562_0,camp,1562,0,15675,7694,0.95672607421875,0.4908,70-100,30-70,Sierra Nevada,train
camp_1562_1,camp,1562,1,15730,2562,0.9600830078125,0.1629,70-100,0-30,Sierra Nevada,train
alisal_212_0,alisal,212,0,4735,1898,0.28900146484375,0.4008,0-30,30-70,South Coast and Mountains,train
alisal_212_1,alisal,212,1,1480,965,0.09033203125,0.652,0-30,30-70,South Coast and Mountains,train
alisal_212_3,alisal,212,3,6274,3491,0.3829345703125,0.5564,30-70,30-70,South Coast and Mountains,train
camp_847_0,camp,847,0,12550,6600,0.7659912109375,0.5259,70-100,30-70,North Coast and Mountains,train
camp_847_1,camp,847,1,11708,9481,0.714599609375,0.8098,70-100,70-100,North Coast and Mountains,train
camp_847_3,camp,847,3,12881,17,0.78619384765625,0.0013,70-100,0-30,North Coast and Mountains,train
camp_890_0,camp,890,0,11967,0,0.73040771484375,0.0,70-100,0-30,North Coast and Mountains,train
camp_890_1,camp,890,1,13005,218,0.79376220703125,0.0168,70-100,0-30,North Coast and Mountains,train
camp_890_3,camp,890,3,11768,74,0.71826171875,0.0063,70-100,0-30,North Coast and Mountains,train
camp_890_4,camp,890,4,13092,25,0.799072265625,0.0019,70-100,0-30,North Coast and Mountains,train
dolan_1139_3,dolan,1139,3,5142,1255,0.3138427734375,0.2441,30-70,0-30,Central Foothills,train
dolan_1139_4,dolan,1139,4,8493,7382,0.51837158203125,0.8692,30-70,70-100,Central Foothills,train
caldor_3176_0,caldor,3176,0,9029,7010,0.55108642578125,0.7764,30-70,70-100,Sierra Nevada,train
caldor_3176_1,caldor,3176,1,7835,6588,0.47821044921875,0.8408,30-70,70-100,Sierra Nevada,train
caldor_3176_3,caldor,3176,3,8314,6762,0.5074462890625,0.8133,30-70,70-100,Sierra Nevada,train
caldor_3176_4,caldor,3176,4,6546,5114,0.3995361328125,0.7812,30-70,70-100,Sierra Nevada,train
ranch_1108_0,ranch,1108,0,12500,7019,0.762939453125,0.5615,70-100,30-70,North Coast and Mountains,train
ranch_1108_3,ranch,1108,3,13347,11049,0.81463623046875,0.8278,70-100,70-100,North Coast and Mountains,train
dolan_734_0,dolan,734,0,8431,313,0.51458740234375,0.0371,30-70,0-30,Central Foothills,train
dolan_734_4,dolan,734,4,5432,327,0.33154296875,0.0602,30-70,0-30,Central Foothills,train
caldor_2081_0,caldor,2081,0,13328,11521,0.8134765625,0.8644,70-100,70-100,Sierra Nevada,train
caldor_2081_1,caldor,2081,1,13739,12382,0.83856201171875,0.9012,70-100,70-100,Sierra Nevada,train
caldor_2081_3,caldor,2081,3,12674,2914,0.7735595703125,0.2299,70-100,0-30,Sierra Nevada,train
caldor_2081_4,caldor,2081,4,12702,3915,0.7752685546875,0.3082,70-100,30-70,Sierra Nevada,train
camp_1372_0,camp,1372,0,11307,8997,0.69012451171875,0.7957,30-70,70-100,Sierra Nevada,train
camp_1372_1,camp,1372,1,7452,2246,0.454833984375,0.3014,30-70,30-70,Sierra Nevada,train
camp_1372_4,camp,1372,4,14486,4125,0.8841552734375,0.2848,70-100,0-30,Sierra Nevada,train
ranch_2549_0,ranch,2549,0,13989,1863,0.85382080078125,0.1332,70-100,0-30,North Coast and Mountains,train
ranch_2549_1,ranch,2549,1,13750,1393,0.8392333984375,0.1013,70-100,0-30,North Coast and Mountains,train
ranch_2549_3,ranch,2549,3,13830,1268,0.8441162109375,0.0917,70-100,0-30,North Coast and Mountains,train
ranch_2549_4,ranch,2549,4,14229,1119,0.86846923828125,0.0786,70-100,0-30,North Coast and Mountains,train
ranch_2575_0,ranch,2575,0,8539,8527,0.52117919921875,0.9986,30-70,70-100,North Coast and Mountains,train
ranch_2575_1,ranch,2575,1,9499,9471,0.57977294921875,0.9971,30-70,70-100,North Coast and Mountains,train
ranch_2575_3,ranch,2575,3,11572,11570,0.706298828125,0.9998,70-100,70-100,North Coast and Mountains,train
ranch_2575_4,ranch,2575,4,6289,5959,0.38385009765625,0.9475,30-70,70-100,North Coast and Mountains,train
camp_1158_0,camp,1158,0,6454,6421,0.3939208984375,0.9949,30-70,70-100,Sierra Nevada,train
camp_1158_4,camp,1158,4,9487,9214,0.57904052734375,0.9712,30-70,70-100,Sierra Nevada,train
northcomplex_1250_0,northcomplex,1250,0,15698,15659,0.9581298828125,0.9975,70-100,70-100,Sierra Nevada,train
northcomplex_1250_1,northcomplex,1250,1,15392,15339,0.939453125,0.9966,70-100,70-100,Sierra Nevada,train
northcomplex_1250_3,northcomplex,1250,3,15890,15890,0.9698486328125,1.0,70-100,70-100,Sierra Nevada,train
northcomplex_1250_4,northcomplex,1250,4,14835,14835,0.90545654296875,1.0,70-100,70-100,Sierra Nevada,train
ranch_1901_0,ranch,1901,0,1523,1500,0.09295654296875,0.9849,0-30,70-100,Central Foothills,train
dixie_4328_0,dixie,4328,0,0,0,0.0,0.0,0-30,0-30,North Coast and Mountains,train
dixie_4328_1,dixie,4328,1,3503,2667,0.21380615234375,0.7613,0-30,70-100,North Coast and Mountains,train
dixie_4328_3,dixie,4328,3,0,0,0.0,0.0,0-30,0-30,North Coast and Mountains,train
dixie_4328_4,dixie,4328,4,461,433,0.02813720703125,0.9393,0-30,70-100,North Coast and Mountains,train
camp_1373_0,camp,1373,0,7381,7260,0.45050048828125,0.9836,30-70,70-100,Sierra Nevada,train
camp_1373_1,camp,1373,1,6156,5355,0.375732421875,0.8699,30-70,70-100,Sierra Nevada,train
camp_1373_4,camp,1373,4,2717,2514,0.16583251953125,0.9253,0-30,70-100,Sierra Nevada,train
czulight_705_0,czulight,705,0,15061,664,0.91925048828125,0.0441,70-100,0-30,North Coast and Mountains,train
czulight_705_1,czulight,705,1,14641,0,0.89361572265625,0.0,70-100,0-30,North Coast and Mountains,train
ranch_2428_3,ranch,2428,3,6706,6681,0.4093017578125,0.9963,30-70,70-100,Central Foothills,train
ranch_2428_4,ranch,2428,4,5968,5860,0.3642578125,0.9819,30-70,70-100,Central Foothills,train
czulight_275_0,czulight,275,0,9377,9134,0.57232666015625,0.9741,30-70,70-100,North Coast and Mountains,train
czulight_275_1,czulight,275,1,12681,12563,0.77398681640625,0.9907,70-100,70-100,North Coast and Mountains,train
czulight_275_4,czulight,275,4,11536,11465,0.7041015625,0.9938,70-100,70-100,North Coast and Mountains,train
ranch_2438_0,ranch,2438,0,10229,1447,0.62432861328125,0.1415,30-70,0-30,North Coast and Mountains,train
ranch_2438_1,ranch,2438,1,9158,6977,0.5589599609375,0.7618,30-70,70-100,North Coast and Mountains,train
ranch_2438_3,ranch,2438,3,7419,4372,0.45281982421875,0.5893,30-70,30-70,North Coast and Mountains,train
ranch_2438_4,ranch,2438,4,8713,3384,0.53179931640625,0.3884,30-70,30-70,North Coast and Mountains,train
stone_90_0,stone,90,0,11513,9887,0.70269775390625,0.8588,70-100,70-100,North Coast and Mountains,train
stone_90_1,stone,90,1,7648,6969,0.466796875,0.9112,30-70,70-100,North Coast and Mountains,train
stone_90_3,stone,90,3,9802,9189,0.5982666015625,0.9375,30-70,70-100,North Coast and Mountains,train
stone_90_4,stone,90,4,4664,2507,0.28466796875,0.5375,0-30,30-70,North Coast and Mountains,train
camp_1565_1,camp,1565,1,13386,3857,0.8170166015625,0.2881,70-100,0-30,Sierra Nevada,train
camp_1565_3,camp,1565,3,14517,7794,0.88604736328125,0.5369,70-100,30-70,Sierra Nevada,train
river_360_1,river,360,1,6888,6834,0.42041015625,0.9922,30-70,70-100,Central Foothills,train
river_360_3,river,360,3,9000,8102,0.54931640625,0.9002,30-70,70-100,Central Foothills,train
slater_294_0,slater,294,0,9002,6399,0.5494384765625,0.7108,30-70,70-100,North Coast and Mountains,train
slater_294_1,slater,294,1,8355,8355,0.50994873046875,1.0,30-70,70-100,North Coast and Mountains,train
slater_294_3,slater,294,3,5389,5025,0.32891845703125,0.9325,30-70,70-100,North Coast and Mountains,train
slater_294_4,slater,294,4,9522,9504,0.5811767578125,0.9981,30-70,70-100,North Coast and Mountains,train
caldor_3013_0,caldor,3013,0,2947,308,0.17987060546875,0.1045,0-30,0-30,Sierra Nevada,train
caldor_3013_1,caldor,3013,1,2978,190,0.1817626953125,0.0638,0-30,0-30,Sierra Nevada,train
caldor_3013_3,caldor,3013,3,1235,449,0.07537841796875,0.3636,0-30,30-70,Sierra Nevada,train
caldor_3013_4,caldor,3013,4,3579,151,0.21844482421875,0.0422,0-30,0-30,Sierra Nevada,train
stone_474_0,stone,474,0,2837,2769,0.17315673828125,0.976,0-30,70-100,North Coast and Mountains,train
stone_474_1,stone,474,1,3930,3654,0.2398681640625,0.9298,0-30,70-100,North Coast and Mountains,train
stone_474_3,stone,474,3,3924,3158,0.239501953125,0.8048,0-30,70-100,North Coast and Mountains,train
stone_474_4,stone,474,4,2257,1754,0.13775634765625,0.7771,0-30,70-100,North Coast and Mountains,train
creek_2619_0,creek,2619,0,9059,9029,0.55291748046875,0.9967,30-70,70-100,Sierra Nevada,train
creek_2619_1,creek,2619,1,7607,7607,0.46429443359375,1.0,30-70,70-100,Sierra Nevada,train
creek_2619_3,creek,2619,3,11449,11449,0.69879150390625,1.0,30-70,70-100,Sierra Nevada,train
creek_2619_4,creek,2619,4,9108,9108,0.555908203125,1.0,30-70,70-100,Sierra Nevada,train
eldorado_41_0,eldorado,41,0,3849,0,0.23492431640625,0.0,0-30,0-30,South Coast and Mountains,train
eldorado_41_1,eldorado,41,1,1046,0,0.0638427734375,0.0,0-30,0-30,South Coast and Mountains,train
eldorado_41_3,eldorado,41,3,2538,0,0.1549072265625,0.0,0-30,0-30,South Coast and Mountains,train
eldorado_41_4,eldorado,41,4,1310,0,0.0799560546875,0.0,0-30,0-30,South Coast and Mountains,train
alisal_58_1,alisal,58,1,9771,0,0.59637451171875,0.0,30-70,0-30,South Coast and Mountains,train
alisal_58_3,alisal,58,3,7731,0,0.47186279296875,0.0,30-70,0-30,South Coast and Mountains,train
alisal_58_4,alisal,58,4,9551,0,0.58294677734375,0.0,30-70,0-30,South Coast and Mountains,train
czulight_310_0,czulight,310,0,12710,12276,0.7757568359375,0.9659,70-100,70-100,North Coast and Mountains,train
czulight_310_1,czulight,310,1,14688,10215,0.896484375,0.6955,70-100,30-70,North Coast and Mountains,train
czulight_310_3,czulight,310,3,13619,13501,0.83123779296875,0.9913,70-100,70-100,North Coast and Mountains,train
czulight_310_4,czulight,310,4,14660,13419,0.894775390625,0.9153,70-100,70-100,North Coast and Mountains,train
alisal_162_3,alisal,162,3,6195,2224,0.37811279296875,0.359,30-70,30-70,South Coast and Mountains,train
ranch_2565_1,ranch,2565,1,7037,4,0.42950439453125,0.0006,30-70,0-30,Central Foothills,train
ranch_2565_3,ranch,2565,3,7933,0,0.48419189453125,0.0,30-70,0-30,Central Foothills,train
ranch_2565_4,ranch,2565,4,5766,0,0.3519287109375,0.0,30-70,0-30,Central Foothills,train
creek_3089_1,creek,3089,1,9019,0,0.55047607421875,0.0,30-70,0-30,Sierra Nevada,train
creek_3089_3,creek,3089,3,6275,12,0.38299560546875,0.0019,30-70,0-30,Sierra Nevada,train
creek_3089_4,creek,3089,4,6594,38,0.4024658203125,0.0058,30-70,0-30,Sierra Nevada,train
eldorado_117_0,eldorado,117,0,8962,0,0.5469970703125,0.0,30-70,0-30,South Coast and Mountains,train
eldorado_117_1,eldorado,117,1,9492,0,0.579345703125,0.0,30-70,0-30,South Coast and Mountains,train
eldorado_117_4,eldorado,117,4,4422,0,0.2698974609375,0.0,0-30,0-30,South Coast and Mountains,train
river_573_1,river,573,1,4223,4103,0.25775146484375,0.9716,0-30,70-100,Central Foothills,train
river_573_3,river,573,3,6596,6498,0.402587890625,0.9851,30-70,70-100,Central Foothills,train
caldor_2278_0,caldor,2278,0,13945,6575,0.85113525390625,0.4715,70-100,30-70,Sierra Nevada,train
caldor_2278_1,caldor,2278,1,10841,1791,0.66168212890625,0.1652,30-70,0-30,Sierra Nevada,train
caldor_2278_3,caldor,2278,3,10352,688,0.6318359375,0.0665,30-70,0-30,Sierra Nevada,train
caldor_2278_4,caldor,2278,4,8787,2801,0.53631591796875,0.3188,30-70,30-70,Sierra Nevada,train
northcomplex_1493_0,northcomplex,1493,0,10919,10919,0.66644287109375,1.0,30-70,70-100,Sierra Nevada,train
northcomplex_1493_1,northcomplex,1493,1,7784,7784,0.47509765625,1.0,30-70,70-100,Sierra Nevada,train
northcomplex_1493_3,northcomplex,1493,3,10589,10589,0.64630126953125,1.0,30-70,70-100,Sierra Nevada,train
northcomplex_1493_4,northcomplex,1493,4,10701,10701,0.65313720703125,1.0,30-70,70-100,Sierra Nevada,train
ranch_1683_1,ranch,1683,1,7524,7074,0.459228515625,0.9402,30-70,70-100,Central Foothills,train
